user_id,post_id,likes,shares
535,414327,11913,419
536,45619,551435,77185
537,38814,552449,5529
538,991153,404442,152288
539,235912,11248,481
540,573320,702775,346462
541,176244,754389,279122
542,914795,46549,19746
543,226763,529412,100259
544,244710,457274,58784
545,198261,608185,249181
546,228541,133807,11859
547,16345,327677,45237
548,150938,756950,80160
549,144415,667209,210995
550,852577,511730,18518
551,794119,726968,108790
552,542257,47233,16513
553,568266,750156,308673
554,118940,473020,150812
555,332527,440109,115842
556,737892,42786,5024
557,33090,771882,107896
558,968738,364531,110563
559,342282,572458,9263
560,979822,169934,49073
561,156005,327875,93889
562,723192,482430,57269
563,378138,228533,93456
564,994830,27543,5781
565,714932,556585,200277
566,695766,486602,231575
567,381860,637103,237919
568,827777,682290,335968
569,394557,229160,37744
570,239430,460253,84271
571,710824,364440,21543
572,214352,524745,171501
573,10403,697776,91779
574,630786,379120,103974
575,648105,791244,231977
576,153092,687525,191787
577,669701,151716,61109
578,939471,727296,53071
579,86174,670595,143332
580,763219,102606,16681
581,228051,439836,89690
582,258276,183959,85010
583,183099,279848,113583
584,362100,306275,84298
585,77687,749390,126545
586,504840,71364,24230
587,252429,26396,7330
588,195026,734097,208143
589,260361,64289,17957
590,398879,452830,149087
591,305595,638572,199545
592,625481,102278,25358
593,849430,678489,186668
594,206839,774477,284302
595,271525,514636,211423
596,787592,277036,29068
597,493468,666000,324210
598,563952,792053,247788
599,580327,270267,85451
600,881514,661895,126901
601,664530,68470,19524
602,262492,746856,288966
603,538537,531278,174152
604,551038,735784,177742
605,864145,108329,46851
606,725210,510072,50145
607,828853,63376,15337
608,492758,575765,136428
609,591525,393351,133827
610,833969,167452,74068
611,984595,368961,121370
612,419614,742192,74921
613,81374,667131,323990
614,969369,657524,214907
615,771030,244162,49579
616,971032,645923,171998
617,722742,136761,23475
618,157982,728174,55086
619,244836,129202,39678
620,832341,556835,231676
621,265507,579151,56609
622,549627,125309,56145
623,51760,784670,223362
624,871883,233063,64255
625,1774,510551,42737
626,276385,453383,222570
627,723210,606025,190633
628,755037,703600,146190
629,682536,570112,37395
630,631720,249955,84278
631,786224,329142,88243
632,598645,159858,37743
633,615378,796845,122168
634,310101,772654,185151
635,184764,750072,290205
636,337931,662300,111999
637,109986,49084,11491
638,26358,543866,64134
639,514212,400974,176678
640,232659,79479,34967
641,930392,39290,11227
642,709906,739209,357753
643,906094,206194,62885
644,492155,138956,6236
645,521213,27893,1113
646,304363,376794,74293
647,895165,518896,65339
648,288283,175240,57490
649,633260,495656,185120
650,787067,556310,83491
651,762334,624592,175850
652,948525,477931,2245
653,766644,256666,99194
654,819053,459524,203224
655,553640,314334,85506
656,223996,98661,49324
657,748345,551741,185482
658,977608,275724,114865
659,422443,37693,7547
660,394937,406259,110513
661,784366,264835,62958
662,595832,488271,170399
663,238225,488424,99123
664,26202,219448,92900
665,636034,598651,88551
666,928310,511126,209644
667,333603,385351,108923
668,229913,631996,280079
669,95981,450288,198450
670,288817,305339,93484
671,76940,148068,53529
672,643826,285817,122421
673,591653,93987,3077
674,203221,57485,7216
675,252420,679819,202668
676,746429,35490,5685
677,391678,740422,22461
678,210402,206314,26139
679,419176,534734,160446
680,35727,157725,18033
681,850627,278686,7553
682,408193,206001,19161
683,355049,373674,57567
684,657545,81734,14827
685,292397,614391,1155
686,489344,132250,50256
687,534090,401502,17685
688,52394,304314,39796
689,707445,419584,183387
690,13794,614374,166100
691,100955,35768,13651
692,15335,19304,7
693,253907,232873,87406
694,558830,231444,46590
695,172587,347560,102672
696,134269,616383,295637
697,366366,596717,27937
698,880593,729995,325160
699,923904,360438,72748
700,582999,721640,218505
701,621245,458902,223350
702,889055,600148,137426
703,736243,242760,32160
704,631543,390843,4416
705,508274,356415,121551
706,585734,644959,148115
707,531870,764717,268730
708,294548,728021,122053
709,347073,562009,81256
710,814939,362645,15839
711,774291,373608,11940
712,15893,477095,144307
713,404523,369120,19418
714,801017,109862,40037
715,962124,17718,1905
716,323226,370490,137731
717,697829,551432,201884
718,930959,437356,166997
719,145806,574146,49885
720,12663,617452,64351
721,537879,521734,113740
722,712077,677373,179211
723,197186,704920,73283
724,16831,221844,41812
725,104680,466333,222822
726,990935,206863,22032
727,81034,493261,17712
728,788977,90788,7387
729,223936,500514,208044
730,854378,229591,34920
731,551741,113734,35165
732,669581,270284,125873
733,924226,342160,96550
734,668302,506603,169275
735,915322,608746,100002
736,307954,313480,136716
737,615199,450587,209002
738,280130,263297,93093
739,83806,458122,146914
740,22826,605573,77818
741,58093,733751,34032
742,52698,543531,26556
743,935948,155195,37045
744,489973,222451,17163
745,44162,336590,69746
746,594814,48824,7061
747,5823,116110,51548
748,654974,566063,145698
749,312653,406103,79416
750,176917,668354,261045
751,884550,374849,175307
752,93625,696417,222681
753,636998,150000,67207
754,408505,678978,260488
755,86022,725082,149812
756,850126,653624,8111
757,674377,561401,126918
758,418102,159487,34701
759,700178,509628,79253
760,80589,25263,11059
761,905930,536998,183287
762,357693,506393,168673
763,792250,61937,17722
764,523628,229378,40743
765,134005,427862,155548
766,503838,46928,20082
767,389092,246061,17236
768,961677,463342,92567
769,550958,118863,29142
770,368682,744189,49913
771,647291,306591,134959
772,859947,581405,27365
773,807658,704925,86894
774,854766,45377,251
775,934564,698019,341716
776,964673,376594,103210
777,166334,103286,26346
778,134251,388321,178843
779,887716,584776,19538
780,393955,477480,34583
781,627196,234256,42868
782,635844,692503,115604
783,400991,675592,309722
784,371657,600252,1088
785,2208,151480,31532
786,837359,443506,136415
787,371225,253413,125646
788,764212,54869,16440
789,716006,654545,54152
790,957389,453145,218403
791,990775,478204,204630
792,84575,600685,153461
793,692503,43934,18064
794,219348,463531,67011
795,213091,485685,237131
796,744151,197604,26512
797,19906,223695,108860
798,453260,690605,155575
799,478367,150288,68898
800,841060,259239,100098
801,294836,643856,186595
802,780459,356145,50406
803,527125,511430,137052
804,363119,529987,178468
805,801697,269451,73194
806,387054,515126,101520
807,586413,247640,84889
808,315021,517237,117324
809,692513,48302,17536
810,357000,585425,29462
811,555567,404435,151420
812,580206,266840,47613
813,311216,221840,81303
814,112904,788066,92735
815,590977,405947,121584
816,570016,177393,41509
817,966117,266507,119819
818,391296,520803,70115
819,917961,689965,24680
820,508657,240932,85943
821,379001,129872,43484
822,525406,100219,26674
823,234766,252257,61680
824,786293,700612,269687
825,989818,565559,15729
826,330960,153146,48102
827,939964,24891,6247
828,670971,295417,68753
829,791324,354451,28272
830,557239,494579,228737
831,25685,117491,41808
832,900504,89427,15201
833,633125,457096,154426
834,433987,601850,123501
835,543017,576960,221506
836,307630,133936,13833
837,557596,389547,108996
838,398501,499902,36359
839,912003,749984,1207
840,224712,513223,228189
841,572253,83960,14169
842,88020,589624,137197
843,153722,486758,119898
844,216735,191902,7849
845,332047,433366,40403
846,81098,573705,162303
847,199431,531755,148456
848,268844,72612,10277
849,981362,206671,7608
850,920375,442972,57002
851,126985,283326,64038
852,235078,580928,33951
853,605249,440753,106124
854,687148,589363,180144
855,466847,581494,109965
856,289587,621558,87326
857,828053,559786,66803
858,651369,513128,208997
859,901372,432656,210030
860,279170,57390,2
861,49889,315534,137329
862,575214,130347,51391
863,390908,16358,1260
864,302149,43185,16683
865,534148,501786,767
866,470062,320611,123758
867,864151,169786,49534
868,319542,702054,334688
869,568086,76530,24214
870,37558,457925,30509
871,345001,36530,17458
872,796018,229753,27459
873,842636,420013,153815
874,756803,409535,41966
875,897593,91021,32897
876,782555,60507,791
877,523750,290477,96854
878,424735,382209,151914
879,662741,394079,75080
880,141447,241087,94180
881,424568,372371,179844
882,771033,123641,4114
883,774073,746248,135340
884,17286,759388,64870
885,496004,30752,1800
886,898287,448829,179542
887,524518,214428,22348
888,216835,768435,81000
889,823514,61613,1105
890,583813,69940,11158
891,724832,687543,225863
892,159731,543141,110475
893,229286,745545,93324
894,326936,229846,39844
895,165361,97348,21724
896,609321,283033,78769
897,501447,740993,362324
898,288573,710445,274433
899,212700,194914,8789
900,681528,201579,95086
901,607558,92695,19286
902,449202,521182,174167
903,455824,280269,70369
904,161606,289363,68186
905,631646,397591,83520
906,209365,209160,94610
907,676825,477813,95987
908,679863,739343,209145
909,128740,173009,1289
910,400126,139135,58083
911,672905,71890,774
912,355341,319903,7855
913,106307,627187,38151
914,477243,543756,254621
915,3656,486830,89339
916,934603,38017,8695
917,870085,475314,149523
918,703791,617189,2208
919,837994,540440,37154
920,620596,174045,69724
921,575953,292656,77635
922,202629,239525,47215
923,975785,244214,45858
924,160171,152851,38220
925,759942,96643,40010
926,930205,529058,230469
927,309504,510423,140490
928,769967,111709,3540
929,396529,579996,221343
930,308064,109664,15999
931,459309,548607,183631
932,459221,760381,119295
933,268781,326020,20352
934,713959,214975,45485
935,276362,337187,112639
936,660037,180839,21666
937,437062,566613,156568
938,176142,108964,29229
939,445994,671432,797
940,641438,150506,48280
941,384737,328030,68046
942,258226,430211,136540
943,448872,333611,83618
944,203096,52434,5615
945,600013,251332,78750
946,386559,769580,224830
947,374273,328915,65241
948,907135,142921,65449
949,58804,694330,126537
950,618161,42533,19653
951,993801,82620,12408
952,749224,313207,9944
953,837557,524480,115974
954,705568,467681,23818
955,80098,438773,196968
956,684194,355287,43400
957,483290,587916,180558
958,470011,517639,133778
959,847169,236668,101825
960,391674,673031,282696
961,663158,88651,35977
962,708233,314953,14751
963,855985,634246,44886
964,401366,327648,21378
965,559852,781499,42853
966,925645,205312,33749
967,278391,538411,69327
968,774784,295422,66263
969,251215,434806,46929
970,454715,94461,34423
971,757620,92862,18194
972,84654,692777,231345
973,974517,694660,145514
974,742968,520678,44192
975,465230,161474,78333
976,525874,492553,6812
977,907096,155622,2661
978,171098,463556,48351
979,937089,614192,294278
980,168839,505857,138873
981,306807,582416,275648
982,54313,269205,67701
983,459547,461311,182440
984,501997,750206,47478
985,60035,537005,36695
986,922080,282234,78103
987,353547,150586,3770
988,406130,606290,97286
989,359912,377326,33895
990,540906,3770,1673
991,980240,205538,10321
992,491599,462444,69946
993,939481,545604,10435
994,860029,57130,15060
995,745223,588903,129769
996,513216,496110,138584
997,400673,387112,25758
998,302505,591538,84456
999,709380,778459,161665
1000,319174,402101,36984
1001,832670,159468,58342
1002,123287,730190,246823
1003,843268,529573,124703
1004,599964,579325,224601
1005,498667,126420,15751
1006,705601,34818,17000
1007,308687,280523,126594
1008,917634,740289,196092
1009,945649,46221,161
1010,498975,78523,9752
1011,378089,23252,6946
1012,139146,520001,93778
1013,485304,782091,196951
1014,125441,439558,21146
1015,213262,250982,87297
1016,468966,436470,79368
1017,71332,348608,34031
1018,587374,240992,32695
1019,227690,625703,6669
1020,760890,780909,107060
1021,225690,493698,226595
1022,903948,369451,105785
1023,172873,433641,94122
1024,506024,307690,108340
1025,519241,710729,106952
1026,234678,758069,249116
1027,559048,105819,19409
1028,118616,717499,349417
1029,644589,135314,10042
1030,123667,523009,76552
1031,705904,500458,149852
1032,843640,526378,223612
1033,824844,487280,156145
1034,9974,462958,159413
1035,377033,699332,247733
1036,124688,362482,121038
1037,645370,141036,3017
1038,461532,797087,169877
1039,734587,161055,28616
1040,81554,226012,97293
1041,725664,668820,197889
1042,143497,141081,55944
1043,840387,532544,241566
1044,70859,134019,59926
1045,73157,93698,28506
1046,179876,642155,106356
1047,336931,295475,57865
1048,402341,499706,108537
1049,73663,248459,19605
1050,245644,507343,181751
1051,780266,152927,11234
1052,30613,280222,78163
1053,900316,748187,65895
1054,193726,537534,42451
1055,697320,50184,19740
1056,87129,601575,113517
1057,134774,552474,230571
1058,721134,312711,153275
1059,23736,627284,227026
1060,428234,578271,192916
1061,643596,332219,429
1062,450321,594253,171747
1063,320417,232231,52650
1064,945817,318467,11216
1065,570384,4964,2382
1066,212515,566788,113814
1067,276251,265449,128930
1068,884164,716633,191441
1069,479647,603754,301553
1070,683351,455331,223065
1071,532234,431350,106835
1072,167513,462011,21981
1073,673472,566977,101450
1074,867234,462754,63121
1075,627895,216211,13493
1076,641899,46798,8348
1077,397070,223971,47924
1078,3638,38683,4783
1079,30558,559990,163304
1080,950982,601901,214046
1081,724200,126558,56541
1082,642167,555505,263137
1083,749791,650993,60855
1084,23973,169352,73554
1085,119571,432385,23298
1086,983356,105518,26380
1087,844643,75301,20182
1088,761275,123340,58258
1089,107800,205905,70676
1090,369699,166447,48368
1091,881223,531543,32791
1092,177802,639807,165487
1093,956314,210860,74465
1094,248244,295756,22175
1095,662160,755056,223664
1096,691826,304475,10691
1097,631918,317348,122722
1098,367959,361590,88397
1099,528422,458921,41425
1100,521022,441028,75089
1101,201594,455687,61388
1102,558792,217517,38550
1103,830671,560411,49741
1104,705006,167271,14406
1105,610068,742294,324800
1106,915316,78724,13207
1107,570736,696872,8486
1108,405353,285306,115021
1109,637265,659132,314551
1110,954200,648755,310308
1111,267029,444212,25543
1112,31949,17390,8277
1113,70828,162607,13665
1114,216688,487264,53785
1115,663392,217904,99017
1116,619274,74302,36839
1117,957132,162342,35081
1118,26130,594622,184111
1119,535227,484255,220048
1120,820101,314069,42429
1121,85580,556668,75681
1122,44130,399786,46330
1123,728788,46476,5384
1124,669343,413532,154182
1125,879474,740593,130568
1126,593604,757198,210200
1127,538533,280885,53148
1128,576378,170250,54999
1129,115428,653049,18849
1130,271592,501425,133913
1131,948076,11160,771
1132,436325,645718,123475
1133,466533,94024,8808
1134,949255,148327,59852
1135,858311,767169,345430
1136,285693,238765,115666
1137,136016,276154,79438
1138,583099,159672,78750
1139,62369,388087,133052
1140,862944,243722,101407
1141,462450,42963,9105
1142,680835,242937,4853
1143,702079,512475,79035
1144,871254,642620,286061
1145,257852,140695,43557
1146,411842,703705,156654
1147,293308,292057,28405
1148,349357,415722,34114
1149,567066,577270,192690
1150,965764,657760,226181
1151,198315,753445,311453
1152,469979,483297,77607
1153,467890,505817,138672
1154,607533,752946,245151
1155,681330,258228,80571
1156,169411,740347,358407
1157,386303,414521,125964
1158,872160,94443,20157
1159,595714,327739,42514
1160,390786,760345,30166
1161,604240,666263,274755
1162,26818,314361,38033
1163,585264,98588,33518
1164,286194,372694,7026
1165,710822,218070,77124
1166,542999,759248,242435
1167,163074,94143,18859
1168,369392,621744,242599
1169,311142,424847,174980
1170,363222,367952,70757
1171,453610,671967,324419
1172,516767,517145,151914
1173,671355,611998,237741
1174,102601,484480,207863
1175,648279,545933,254482
1176,233381,284483,22439
1177,299961,725124,186456
1178,777758,733590,158517
1179,335718,603645,145371
1180,845283,732243,127641
1181,710551,736035,271462
1182,262742,521015,12858
1183,30346,284445,91514
1184,5356,435335,184276
1185,410245,744493,322211
1186,659453,8313,2538
1187,490616,494702,242635
1188,693111,314123,118039
1189,61342,289353,14331
1190,175848,291014,80389
1191,260887,19592,9397
1192,486315,373824,160197
1193,505550,544418,224702
1194,847303,497563,188117
1195,723065,61527,28341
1196,266959,399895,52545
1197,566283,749901,139710
1198,280289,201324,97013
1199,850763,148627,43145
1200,772026,700309,2080
1201,550535,689888,209778
1202,355761,29526,2655
1203,840393,23444,2508
1204,370733,796120,246529
1205,821067,252334,59247
1206,900722,66624,24550
1207,614801,64645,14600
1208,202896,449564,192484
1209,505051,699116,186132
1210,127608,208688,84178
1211,170519,601919,185168
1212,757178,791059,13301
1213,162685,475588,230166
1214,975088,335988,8099
1215,105671,347132,27653
1216,46059,340452,69670
1217,811140,367556,150785
1218,156184,780548,367521
1219,987217,387380,77822
1220,999449,734048,131948
1221,725045,542502,237963
1222,747966,434790,103473
1223,622475,630080,3670
1224,325793,256071,78542
1225,419132,88215,27123
1226,201589,583832,122996
1227,581890,772781,61007
1228,857865,272281,86558
1229,773703,72687,17309
1230,696487,724105,48149
1231,421307,208819,22679
1232,458671,159768,23953
1233,568218,560562,116733
1234,543029,200813,58085
1235,420103,570390,4782
1236,971597,113966,30803
1237,540445,717910,65548
1238,399859,393373,196166
1239,140993,311956,110247
1240,41553,143742,948
1241,590903,581418,224960
1242,357110,229212,4198
1243,915760,783115,219908
1244,18851,366912,29929
1245,169727,697676,22535
1246,650679,57261,5032
1247,519502,229172,43879
1248,27671,88097,40593
1249,228656,267875,61894
